Brand,Model,Green Ticks,Cooling Capacity (kW),Full Load COP,COP at 75% Part Load,COP at 50% Part Load,COP at 25% Part Load,IEER,Annual Energy Consumption (kWh),Annual Energy Cost ($),Date of Expiry,Number of Indoor Units Used for Test,Model No. of Indoor Units Used for Test
Hitachi,RAS-200HNCBLW,2,54.78,4.00,4.63,5.54,6.20,5.03,3310,3310,25/09/2025,12,"RCI-1.5FSKDN1Q, RCI-1.5FSKDN1Q, RCI- 2.3FSKDN1Q, RCI-1.5FSKDN1Q, RCI-1.5FSKDN1Q, RCI- 2.3FSKDN1Q, RCI-1.5FSKDN1Q, RCI-1.5FSKDN1Q, RCI- 2.3FSKDN1Q, RCI-1.5FSKDN1Q, RCI-1.5FSKDN1Q, RCI- 2.3FSKDN1Q"
Hitachi,RAS-16HNBBMQ,1,44.10,3.52,4.18,4.95,5.09,4.46,3071,3071,19/04/2027,14,"RCI-1.0FSKDNQ, RCI-1.0FSKDNQ, RCI-1.0FSKDNQ, RCI-1.0FSKDNQ, RCI-1.0FSKDNQ, RCI-1.0FSKDNQ, RCI-3.0FSKDNQ, RCI-1.0FSKDNQ, RCI-1.0FSKDNQ, RCI-1.0FSKDNQ, RCI-1.5FSKDNQ, RCI-1.0FSKDNQ, RCI-1.0FSKDNQ, RCI-1.5FSKDNQ"
Hitachi,RAS-160HNCBLW,3,43.76,4.27,4.96,6.20,5.92,5.36,2596,2596,25/09/2025,12,"RCI-1.3FSKDN1Q, RCI-1.3FSKDN1Q, RCI-1.3FSKDN1Q, RCI-1.3FSKDN1Q, RCI-1.3FSKDN1Q, RCI-1.3FSKDN1Q, RCI-1.3FSKDN1Q, RCI-1.3FSKDN1Q, RCI-1.3FSKDN1Q, RCI-1.3FSKDN1Q, RCI-1.3FSKDN1Q, RCI-1.3FSKDN1Q"
Hitachi,RAS-180HNCELW,1,48.42,3.32,3.98,4.85,5.47,4.36,3833,3833,23/06/2027,16,"RCI- 1.0FSKDNQ, RCI- 1.0FSKDNQ, RCI- 1.0FSKDNQ, RCI- 1.5FSKDNQ, RCI- 1.0FSKDNQ, RCI- 1.0FSKDNQ, RCI- 1.0FSKDNQ, RCI- 1.5FSKDNQ, RCI- 1.0FSKDNQ, RCI- 1.0FSKDNQ, RCI- 1.0FSKDNQ, RCI- 1.0FSKDNQ, RCI- 1.0FSKDNQ, RCI- 1.0FSKDNQ, RCI- 1.0FSKDNQ, RCI- 3.0FSKDNQ"
LG,ARUN162LTE6,3,45.30,4.33,5.31,5.90,5.97,5.51,2547,2547,14/09/2026,16,"ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4"
LG,ARUN120LTE5,4,34.05,3.95,6.03,6.76,5.01,6.03,1522,1522,31/03/2027,20,"ARNU05GTAA4, ARNU05GTAA4, ARNU05GTAA4, ARNU05GTAA4, ARNU05GTAA4, ARNU05GTAA4, ARNU05GTAA4, ARNU05GTAA4, ARNU05GTAA4, ARNU05GTAA4, ARNU05GTAA4, ARNU05GTAA4, ARNU05GTAA4, ARNU05GTAA4, ARNU05GTAA4, ARNU05GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4"
LG,ARUN220LTE5,2,62.52,3.57,4.63,5.85,5.95,5.06,3270,3270,31/03/2027,20,"ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4"
LG,ARUN140LTE5,4,39.62,3.82,5.98,6.58,5.36,6.00,1842,1842,31/03/2027,20,"ARNU05GTAA4, ARNU05GTAA4, ARNU05GTAA4, ARNU05GTAA4, ARNU05GTAA4, ARNU05GTAA4, ARNU05GTAA4, ARNU05GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4"
LG,ARUN080LTE5,3,22.51,4.41,5.77,5.98,3.59,5.52,1158,1158,31/03/2027,13,"ARNU05GTAA4, ARNU05GTAA4, ARNU05GTAA4, ARNU05GTAA4, ARNU05GTAA4, ARNU05GTAA4, ARNU05GTAA4, ARNU05GTAA4, ARNU05GTAA4, ARNU05GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4"
LG,ARUN100LTE5,4,28.30,4.24,6.22,6.76,4.16,6.05,1309,1309,31/03/2027,16,"ARNU05GTAA4, ARNU05GTAA4, ARNU05GTAA4, ARNU05GTAA4, ARNU05GTAA4, ARNU05GTAA4, ARNU05GTAA4, ARNU05GTAA4, ARNU05GTAA4, ARNU05GTAA4, ARNU05GTAA4, ARNU05GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4"
LG,ARUN120LSS0,2,34.16,3.72,5.14,5.58,3.59,5.02,2200,2200,26/12/2024,12,"ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4"
LG,ARUN180LTE5,3,50.48,3.97,5.33,5.83,6.16,5.53,2478,2478,31/03/2027,20,"ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4"
LG,ARUN200LTE5,2,56.60,3.74,4.80,5.74,5.82,5.13,2936,2936,31/03/2027,20,"ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4"
LG,ARUN160LTE5,3,44.96,3.75,5.46,5.80,5.74,5.54,2218,2218,31/03/2027,20,"ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4"
LG,ARUN182LTE6,3,51.45,4.25,5.39,5.54,5.71,5.44,2789,2789,14/09/2026,16,"ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4"
LG,ARUN202LTE6,2,57.03,4.10,5.12,5.50,5.55,5.24,3157,3157,17/09/2026,16,"ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4"
LG,ARUN242LTE6,2,68.08,3.70,4.80,4.82,5.07,4.82,3905,3905,17/09/2026,16,"ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU15GTAA4, ARNU15GTAA4, ARNU15GTAA4, ARNU15GTAA4, ARNU15GTAA4, ARNU15GTAA4, ARNU15GTAA4, ARNU15GTAA4, ARNU15GTAA4, ARNU15GTAA4, ARNU15GTAA4, ARNU15GTAA4"
LG,ARUN240LTE5,1,67.71,3.43,4.41,5.20,5.55,4.72,3735,3735,31/03/2027,20,"ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4"
LG,ARUN222LTE6,2,61.86,3.96,4.52,5.41,5.33,4.82,3636,3636,19/09/2026,16,"ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU15GTAA4, ARNU15GTAA4, ARNU15GTAA4, ARNU15GTAA4, ARNU15GTAA4, ARNU15GTAA4"
LG,ARUN082LTE6,5,22.86,4.94,6.14,6.43,6.18,6.19,1375,1375,17/08/2026,12,"ARNU05GTAA4, ARNU05GTAA4, ARNU05GTAA4, ARNU05GTAA4, ARNU05GTAA4, ARNU05GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4"
LG,ARUN262LTE6,1,74.47,3.58,4.64,4.64,5.21,4.69,4236,4236,12/09/2026,16,"ARNU15GTAA4, ARNU15GTAA4, ARNU15GTAA4, ARNU15GTAA4, ARNU15GTAA4, ARNU15GTAA4, ARNU15GTAA4, ARNU15GTAA4, ARNU15GTAA4, ARNU15GTAA4, ARNU15GTAA4, ARNU15GTAA4, ARNU18GTAA4, ARNU18GTAA4, ARNU18GTAA4, ARNU18GTAA4"
LG,ARUN100LSS0,2,28.69,4.05,4.97,5.67,4.11,5.01,1950,1950,26/12/2024,12,"ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4"
LG,ARUN122LTE6,4,33.86,4.50,5.68,5.90,5.94,5.74,1922,1922,17/09/2026,16,"ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4"
LG,ARUN080LSS0,1,22.73,3.91,4.72,4.96,3.55,4.61,1746,1746,26/12/2024,8,"ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4"
LG,ARUN260LTE5,1,74.00,3.29,4.28,5.28,5.04,4.59,4142,4142,31/03/2027,20,"ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4, ARNU12GTAA4"
LG,ARUN102LTE6,5,28.63,4.83,6.15,6.18,6.34,6.15,1610,1610,12/09/2026,16,"ARNU05GTAA4, ARNU05GTAA4, ARNU05GTAA4, ARNU05GTAA4, ARNU05GTAA4, ARNU05GTAA4, ARNU05GTAA4, ARNU05GTAA4, ARNU05GTAA4, ARNU05GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4"
LG,ARUN142LTE6,4,39.48,3.91,5.45,6.26,6.22,5.71,2138,2138,12/09/2026,16,"ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU07GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4, ARNU09GTAA4"
Midea,MVC-M252WV2GN1(G),4,25.19,5.89,5.86,5.57,5.18,5.71,1806,1806,03/04/2027,17,"MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18"
Midea,MV8-450WV2RN1E(PRO),1,44.80,2.88,4.33,4.70,4.86,4.46,3200,3200,16/05/2026,18,"MIH22Q4XN18, MIH22Q4XN18, MIH22Q4XN18, MIH22Q4XN18, MIH22Q4XN18, MIH22Q4XN18, MIH28Q4XN18, MIH28Q4XN18, MIH28Q4XN18, MIH28Q4XN18, MIH28Q4XN18, MIH28Q4XN18, MIH28Q4XN18, MIH28Q4XN18, MIH28Q4XN18, MIH28Q4XN18, MIH28Q4XN18, MIH28Q4XN18"
Midea,MV8-670WV2RN1E(PRO),1,67.73,3.53,4.26,4.97,5.33,4.55,4280,4280,18/05/2026,18,"MIH36Q4XN18, MIH36Q4XN18, MIH36Q4XN18, MIH36Q4XN18, MIH36Q4XN18, MIH36Q4XN18, MIH36Q4XN18, MIH36Q4XN18, MIH36Q4XN18, MIH36Q4XN18, MIH36Q4XN18, MIH36Q4XN18, MIH45Q4XN18, MIH45Q4XN18, MIH45Q4XN18, MIH45Q4XN18, MIH45Q4XN18, MIH45Q4XN18"
Midea,MVC-M560WV2GN1(G),3,56.10,4.51,5.00,5.77,5.63,5.25,3310,3310,16/04/2027,24,"MIH22Q4XN18, MIH22Q4XN18, MIH22Q4XN18, MIH22Q4XN18, MIH22Q4XN18, MIH22Q4XN18, MIH22Q4XN18, MIH22Q4XN18, MIH22Q4XN18, MIH22Q4XN18, MIH22Q4XN18, MIH22Q4XN18, MIH22Q4XN18, MIH22Q4XN18, MIH22Q4XN18, MIH22Q4XN18, MIH22Q4XN18, MIH22Q4XN18, MIH22Q4XN18, MIH22Q4XN18, MIH22Q4XN18, MIH22Q4XN18, MIH36Q4XN18, MIH36Q4XN18"
Midea,MV8-335WV2RN1E(PRO),1,33.14,3.08,4.62,5.22,4.66,4.74,2484,2484,16/05/2026,18,"MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH28Q4XN18, MIH28Q4XN18, MIH28Q4XN18, MIH28Q4XN18, MIH28Q4XN18, MIH28Q4XN18"
Midea,MVC-M400WV2GN1(G),3,40.02,4.92,5.48,5.29,4.99,5.36,2509,2509,18/04/2027,24,"MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH18Q4XN18, MIH18Q4XN18, MIH18Q4XN18, MIH18Q4XN18, MIH18Q4XN18, MIH18Q4XN18, MIH18Q4XN18, MIH18Q4XN18, MIH18Q4XN18, MIH18Q4XN18, MIH18Q4XN18, MIH18Q4XN18"
Midea,MVC-M450WV2GN1(G),3,45.03,4.47,5.27,5.80,4.82,5.32,2757,2757,24/04/2027,24,"MIH18Q4XN18, MIH18Q4XN18, MIH18Q4XN18, MIH18Q4XN18, MIH18Q4XN18, MIH18Q4XN18, MIH18Q4XN18, MIH18Q4XN18, MIH18Q4XN18, MIH18Q4XN18, MIH18Q4XN18, MIH18Q4XN18, MIH18Q4XN18, MIH18Q4XN18, MIH18Q4XN18, MIH18Q4XN18, MIH18Q4XN18, MIH18Q4XN18, MIH18Q4XN18, MIH18Q4XN18, MIH22Q4XN18, MIH22Q4XN18, MIH22Q4XN18, MIH22Q4XN18"
Midea,MV8-252WV2RN1E(PRO),2,24.69,3.40,4.98,5.04,4.39,4.89,1982,1982,09/05/2026,18,"MIH12Q4XN18, MIH12Q4XN18, MIH12Q4XN18, MIH12Q4XN18, MIH12Q4XN18, MIH12Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18"
Midea,MV8-560WV2RN1E(PRO),1,55.82,3.56,4.10,4.85,5.16,4.40,3822,3822,18/05/2026,18,"MIH28Q4XN18, MIH28Q4XN18, MIH28Q4XN18, MIH28Q4XN18, MIH28Q4XN18, MIH28Q4XN18, MIH28Q4XN18, MIH28Q4XN18, MIH36Q4XN18, MIH36Q4XN18, MIH36Q4XN18, MIH36Q4XN18, MIH36Q4XN18, MIH36Q4XN18, MIH36Q4XN18, MIH36Q4XN18, MIH36Q4XN18, MIH36Q4XN18"
Midea,MVC-M335WV2GN1(G),4,33.49,5.41,5.96,5.64,5.07,5.76,2126,2126,12/03/2027,22,"MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18"
Midea,MVC-M280WV2GN1(G),4,27.97,5.77,5.89,5.56,5.18,5.72,1917,1917,14/01/2027,19,"MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18"
Midea,MVC-M500WV2GN1(G),3,49.98,4.32,5.12,5.86,5.16,5.29,3012,3012,23/04/2027,24,"MIH18Q4XN18, MIH18Q4XN18, MIH18Q4XN18, MIH18Q4XN18, MIH18Q4XN18, MIH18Q4XN18, MIH22Q4XN18, MIH22Q4XN18, MIH22Q4XN18, MIH22Q4XN18, MIH22Q4XN18, MIH22Q4XN18, MIH22Q4XN18, MIH22Q4XN18, MIH22Q4XN18, MIH22Q4XN18, MIH22Q4XN18, MIH22Q4XN18, MIH22Q4XN18, MIH22Q4XN18, MIH22Q4XN18, MIH22Q4XN18, MIH22Q4XN18, MIH22Q4XN18"
Midea,MV8-280WV2RN1E(PRO),2,28.56,3.41,4.84,5.18,4.46,4.84,2156,2156,14/05/2026,18,"MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH15Q4XN18, MIH22Q4XN18, MIH22Q4XN18"
Midea,MV8-400WV2RN1E(PRO),1,40.02,3.05,4.23,4.68,4.65,4.37,2983,2983,22/05/2026,18,"MIH22Q4XN18, MIH22Q4XN18, MIH22Q4XN18, MIH22Q4XN18, MIH22Q4XN18, MIH22Q4XN18, MIH22Q4XN18, MIH22Q4XN18, MIH22Q4XN18, MIH22Q4XN18, MIH22Q4XN18, MIH22Q4XN18, MIH22Q4XN18, MIH22Q4XN18, MIH22Q4XN18, MIH22Q4XN18, MIH28Q4XN18, MIH28Q4XN18"
Mitsubishi Electric,"PUMY-CP200YKM-PA-BS, PUMY-CP200YKM-PA",3,22.56,3.84,5.55,6.00,3.82,5.41,1473,1473,31/03/2027,5,"PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP50VEM-E, PLFY-EP50VEM-E"
Mitsubishi Electric,"PUCY-EP300YKE.TH-SG, PUCY-EP300YKE.TH-SG-BS",5,33.88,4.56,5.88,6.81,6.55,6.16,2397,2397,19/10/2026,9,"PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E"
Mitsubishi Electric,"PUCY-P450YKD.TH, PUCY-P450YKD.TH-BS",2,48.00,3.54,4.57,5.57,5.65,4.92,3528,3528,31/03/2027,12,"PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP50VEM-E, PLFY-EP50VEM-E"
Mitsubishi Electric,"PUMY-CP175YKM-PA-BS, PUMY-CP175YKM-PA",3,20.15,5.04,5.77,5.83,3.57,5.49,1359,1359,31/03/2027,5,"PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP50VEM-E"
Mitsubishi Electric,"PUCY-EP500YKE.TH-SG, PUCY-EP500YKE.TH-SG-BS",3,56.11,3.69,4.82,5.79,6.71,5.26,3786,3786,19/10/2026,12,"PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP50VEM-E, PLFY-EP50VEM-E, PLFY-EP50VEM-E, PLFY-EP50VEM-E, PLFY-EP50VEM-E, PLFY-EP50VEM-E"
Mitsubishi Electric,"PUMY-CP300YBM2-PA, PUMY-CP300YBM2-PA-BS",2,33.99,3.94,5.05,5.34,3.84,4.95,1778,1778,02/08/2025,6,"PLFY-EP50VEM-E , PLFY-EP50VEM-E , PLFY-EP50VEM-E , PLFY-EP50VEM-E , PLFY-EP50VEM-E , PLFY-EP50VEM-E "
Mitsubishi Electric,"PUMY-CP250YBM2-PA, PUMY-CP250YBM2-PA-BS",2,28.47,4.41,5.02,5.48,3.25,4.90,1536,1536,02/08/2025,6,"PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP50VEM-E , PLFY-EP50VEM-E , PLFY-EP50VEM-E "
Mitsubishi Electric,"PUCY-P500YKD.TH, PUCY-P500YKD.TH-BS",3,56.00,4.09,5.12,5.84,6.81,5.48,3624,3624,31/03/2027,12,"PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP50VEM-E, PLFY-EP50VEM-E, PLFY-EP50VEM-E, PLFY-EP50VEM-E, PLFY-EP50VEM-E, PLFY-EP50VEM-E"
Mitsubishi Electric,"PUCY-EP250YKE.TH-SG, PUCY-EP250YKE.TH-SG-BS",5,28.55,4.51,5.75,7.04,6.70,6.15,1968,1968,18/10/2026,8,"PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E"
Mitsubishi Electric,"PUCY-P200YKE.TH-SG, PUCY-P200YKE.TH-SG-BS",4,22.68,4.59,5.62,6.99,5.36,5.89,1696,1696,18/10/2026,6,"PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E"
Mitsubishi Electric,"PUMY-CP175YKM2-PA, PUMY-CP175YKM2-PA-BS",3,20.15,5.04,5.77,5.83,3.57,5.49,1359,1359,14/08/2025,5,"PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP50VEM-E"
Mitsubishi Electric,"PUCY-EP200YKE.TH-SG, PUCY-EP200YKE.TH-SG-BS",5,22.68,4.79,5.87,7.30,5.57,6.15,1657,1657,11/10/2026,6,"PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP32VEM-E"
Mitsubishi Electric,"PUMY-CP225YKM2-PA, PUMY-CP225YKM2-PA-BS",3,25.50,4.10,5.27,6.12,4.07,5.30,1629,1629,14/08/2025,5,"PLFY-EP32VEM-E, PLFY-EP32VEM-E, PLFY-EP50VEM-E, PLFY-EP50VEM-E, PLFY-EP63VEM-E"
